SMILES,N#C/C(=C1\CCC[NH2+]1)c1ccc2ccccc2n1,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,O=[N+]([O-])c1ccccc1Nc1ccccc1,COCCN(CCOC)S(=O)(=O)c1ccc(C(=O)Nc2nc(-c3ccncc3)cs2)cc1,COc1cc([C@H]2CC(=O)c3c([nH]c(C(=O)OCCOC(C)C)c3C)C2)cc(OC)c1OC,COc1ccc(-c2nc(CSCC(=O)NCc3ccc4c(c3)OCO4)c(C)o2)cc1OC,COc1ccc(C(=O)Nc2ccc(-c3ccc(C)o3)cc2)cc1S(=O)(=O)N1CCOCC1,COc1ccc(N2CCN(c3nc(NCCc4ccc(OC)c(OC)c4)nc(OC)n3)CC2)cc1,COc1ccc(N2CCn3c2nc2c3c(=O)n(CCCc3ccccc3)c(=O)n2C)c(OC)c1,COc1ccc([C@@H]2CC(=O)c3cnc(NC(=O)c4ccccc4OC)nc3C2)c(OC)c1,Cn1c(C(=O)N2CCC[C@@H](C(=O)NCCCSC3CCCCC3)C2)cc2sccc21,O=C(C1CCN(S(=O)(=O)c2cccc3cccnc23)CC1)N1CC=C(c2ccccc2)CC1,CCCC(=O)Nc1nc2ccc(NC(=O)c3ccc(Br)o3)cc2s1,CCCC(=O)c1ccc(N2CCN(C(=O)c3ccccc3Br)CC2)c(F)c1,CN1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2,COc1ccc(-c2cnnn2-c2ccc(NC(=O)c3ccco3)cc2)cc1OC,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1,COc1ccc([C@H]2SCCN2S(=O)(=O)c2ccc(F)cc2)cc1OC,C[C@H](c1ccccc1)N1C[C@H](C(=O)N2CCN(c3ccccc3)CC2)CC1=O,Cc1cc(C)c2cc(CN(CCO)C(=O)Nc3ccc(Cl)cc3)c(=O)[nH]c2c1,N#CC1=C(SCC(=O)c2cc3ccccc3oc2=O)NC(=O)[C@@H](C#N)C12CCCC2,O=C(Nc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)cs1)c1cccs1,O=C1Nc2ccccc2C2(CC[NH+](CCc3ccc(C(F)(F)F)cc3)CC2)O1,O[C@H](COc1ccc2cc(Br)ccc2c1)C[NH+]1CCN(c2ccccn2)CC1,c1ccc(CC[NH+]2CCN(c3ncnc4c3cnn4-c3ccccc3)CC2)cc1,C=CCNc1nc(NCc2ccco2)nc(OCC)n1,C[C@@H]1CCCCN1c1nc(-c2ccncc2)nc2ccccc12,Cc1cccc(N2CCc3c2[nH+]c2ccccc2c3N)c1,Cn1c(-c2ccc(F)cc2)c[nH+]c1NCc1ccccc1,O=C1C[C@](O)(C(F)(F)F)Oc2c1ccc1ccccc21,O[C@H](CNc1nc2ccccc2s1)c1ccccc1,c1ccc(-c2nc3nonc3nc2-c2ccccc2)cc1,c1ccc(COc2nsnc2N2CCOCC2)cc1,C/C=C/c1ccc(OCCCCN2C(=O)NC(C)(C)C2=O)c(OC)c1,CCOc1cc(C(=O)Nc2ccc3c(c2)OCO3)ccc1OC(F)F,CCn1c(SCC(=O)N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C,CCn1c(SCc2nc(=O)c3ccccc3[nH]2)nc2ccccc2c1=O,COC(=O)[C@@H](C)Sc1nc2c(c(=O)[nH]c(=O)n2C)n1CCC(C)C,COc1ccc(OC)c(Nc2cc(-c3ccccc3)nc(N)n2)c1,Cc1nnc(SCCC(=O)Nc2nc(-c3ccccc3)ns2)s1,Cc1noc(C)c1CSc1nc2[nH]ncc2c(=O)n1-c1ccccc1,FC(F)C(F)(F)C(F)(F)C(F)(F)c1cc(-c2ccccc2)n[nH]1,O=C(COc1ccc(Cl)cc1)Nc1nc(-c2cccs2)cs1,O=C1OCC2=C1[C@@H](c1ccc3c(c1)OCO3)Sc1ccccc1N2,O=C1c2ccccc2[C@H](Nc2ccc3c(c2)OCCO3)N1Cc1ccco1,O=S(=O)(Nc1cccc(-c2cn3ccsc3[nH+]2)c1)c1ccc(F)cc1,Oc1c(C[NH+]2CCN(c3ccccn3)CC2)cc(Cl)c2cccnc12,c1ccc(-c2csc(N3CCN(c4ccccn4)CC3)n2)cc1,c1ccc(C2=Nn3c(nnc3-c3cc(-c4ccccc4)n[nH]3)SC2)cc1
O=C1Nc2ccccc2C2(CC[NH+](CCc3ccc(C(F)(F)F)cc3)CC2)O1,0.07692307692307693,0.10526315789473684,0.09090909090909091,0.07692307692307693,0.0967741935483871,0.09090909090909091,0.07291666666666667,0.08888888888888889,0.12631578947368421,0.08333333333333333,0.0594059405940594,0.09782608695652174,0.0898876404494382,0.10465116279069768,0.2702702702702703,0.06818181818181818,0.08695652173913043,0.05952380952380952,0.07058823529411765,0.0975609756097561,0.08791208791208792,0.14130434782608695,0.07865168539325842,1.0,0.11494252873563218,0.2236842105263158,0.07317073170731707,0.08536585365853659,0.07407407407407407,0.10526315789473684,0.2,0.08,0.0967741935483871,0.12162162162162163,0.11904761904761904,0.09090909090909091,0.05813953488372093,0.10843373493975904,0.08045977011494253,0.060240963855421686,0.07954545454545454,0.11363636363636363,0.125,0.08235294117647059,0.16455696202531644,0.12790697674418605,0.07954545454545454,0.11904761904761904,0.07792207792207792,0.10126582278481013
O[C@H](COc1ccc2cc(Br)ccc2c1)C[NH+]1CCN(c2ccccn2)CC1,0.12987012987012986,0.11538461538461539,0.08695652173913043,0.09782608695652174,0.10526315789473684,0.12121212121212122,0.11578947368421053,0.16091954022988506,0.15789473684210525,0.15053763440860216,0.0891089108910891,0.15555555555555556,0.12359550561797752,0.18072289156626506,0.1686746987951807,0.0898876404494382,0.10752688172043011,0.09523809523809523,0.11904761904761904,0.13414634146341464,0.0851063829787234,0.1134020618556701,0.11235955056179775,0.11494252873563218,1.0,0.21518987341772153,0.10975609756097561,0.13580246913580246,0.125,0.0875,0.11538461538461539,0.16666666666666666,0.109375,0.1780821917808219,0.10227272727272728,0.11235955056179775,0.09302325581395349,0.10465116279069768,0.0898876404494382,0.1375,0.11363636363636363,0.12222222222222222,0.10526315789473684,0.14457831325301204,0.07954545454545454,0.12359550561797752,0.07692307692307693,0.4057971014492754,0.30303030303030304,0.125
c1ccc(CC[NH+]2CCN(c3ncnc4c3cnn4-c3ccccc3)CC2)cc1,0.09210526315789473,0.10666666666666667,0.12698412698412698,0.05434782608695652,0.052083333333333336,0.07,0.0625,0.1411764705882353,0.19101123595505617,0.09574468085106383,0.0707070707070707,0.13636363636363635,0.09090909090909091,0.13253012048192772,0.19230769230769232,0.056818181818181816,0.1511627906976744,0.07317073170731707,0.08433734939759036,0.17105263157894737,0.07692307692307693,0.08333333333333333,0.09195402298850575,0.2236842105263158,0.21518987341772153,1.0,0.0875,0.15789473684210525,0.14666666666666667,0.136986301369863,0.10666666666666667,0.1267605633802817,0.11666666666666667,0.26153846153846155,0.08139534883720931,0.06741573033707865,0.0975609756097561,0.1375,0.06896551724137931,0.10126582278481013,0.10588235294117647,0.15476190476190477,0.0958904109589041,0.08333333333333333,0.07058823529411765,0.09090909090909091,0.056179775280898875,0.24,0.17142857142857143,0.11688311688311688
C=CCNc1nc(NCc2ccco2)nc(OCC)n1,0.09859154929577464,0.09859154929577464,0.08196721311475409,0.12195121951219512,0.06666666666666667,0.12087912087912088,0.0898876404494382,0.1794871794871795,0.09782608695652174,0.12643678160919541,0.06315789473684211,0.07954545454545454,0.12345679012345678,0.08536585365853659,0.08641975308641975,0.060240963855421686,0.175,0.07792207792207792,0.0759493670886076,0.06329113924050633,0.09411764705882353,0.07608695652173914,0.08433734939759036,0.07317073170731707,0.10975609756097561,0.0875,1.0,0.09210526315789473,0.06578947368421052,0.13043478260869565,0.09859154929577464,0.13636363636363635,0.14814814814814814,0.1323529411764706,0.14285714285714285,0.15384615384615385,0.0759493670886076,0.11688311688311688,0.08641975308641975,0.1232876712328767,0.12658227848101267,0.13580246913580246,0.07142857142857142,0.13157894736842105,0.075,0.18181818181818182,0.07228915662650602,0.11392405063291139,0.1,0.06578947368421052
C[C@@H]1CCCCN1c1nc(-c2ccncc2)nc2ccccc12,0.16176470588235295,0.12857142857142856,0.11666666666666667,0.1625,0.05434782608695652,0.09574468085106383,0.10112359550561797,0.10714285714285714,0.13333333333333333,0.11235955056179775,0.13333333333333333,0.18518518518518517,0.09523809523809523,0.13924050632911392,0.1125,0.08536585365853659,0.09195402298850575,0.12,0.11688311688311688,0.14864864864864866,0.056179775280898875,0.0989010989010989,0.18181818181818182,0.08536585365853659,0.13580246913580246,0.15789473684210525,0.09210526315789473,1.0,0.17142857142857143,0.12857142857142856,0.12857142857142856,0.15151515151515152,0.16666666666666666,0.16417910447761194,0.05952380952380952,0.07058823529411765,0.11688311688311688,0.1917808219178082,0.07228915662650602,0.136986301369863,0.15384615384615385,0.14814814814814814,0.11764705882352941,0.10126582278481013,0.0875,0.09523809523809523,0.08433734939759036,0.15584415584415584,0.21875,0.1388888888888889
Cc1cccc(N2CCc3c2[nH+]c2ccccc2c3N)c1,0.1,0.1,0.1016949152542373,0.05813953488372093,0.06741573033707865,0.09782608695652174,0.11627906976744186,0.10975609756097561,0.12359550561797752,0.11494252873563218,0.08695652173913043,0.13253012048192772,0.07142857142857142,0.15789473684210525,0.12987012987012986,0.14473684210526316,0.10714285714285714,0.1232876712328767,0.10526315789473684,0.1527777777777778,0.13580246913580246,0.07692307692307693,0.08536585365853659,0.07407407407407407,0.125,0.14666666666666667,0.06578947368421052,0.17142857142857143,1.0,0.11594202898550725,0.11594202898550725,0.07246376811594203,0.10909090909090909,0.11764705882352941,0.07407407407407407,0.08536585365853659,0.06329113924050633,0.13333333333333333,0.03571428571428571,0.125,0.1,0.1518987341772152,0.08823529411764706,0.0625,0.08974358974358974,0.0975609756097561,0.11392405063291139,0.17567567567567569,0.11764705882352941,0.1267605633802817
Cn1c(-c2ccc(F)cc2)c[nH+]c1NCc1ccccc1,0.07246376811594203,0.07246376811594203,0.14814814814814814,0.08641975308641975,0.045454545454545456,0.12643678160919541,0.09411764705882353,0.11392405063291139,0.15476190476190477,0.10588235294117647,0.11494252873563218,0.0963855421686747,0.0875,0.13333333333333333,0.13513513513513514,0.10526315789473684,0.15384615384615385,0.0821917808219178,0.14084507042253522,0.1267605633802817,0.08536585365853659,0.06741573033707865,0.10256410256410256,0.10526315789473684,0.0875,0.136986301369863,0.13043478260869565,0.12857142857142856,0.11594202898550725,1.0,0.08823529411764706,0.14516129032258066,0.13725490196078433,0.15873015873015872,0.10526315789473684,0.08860759493670886,0.08,0.1232876712328767,0.10526315789473684,0.13043478260869565,0.13333333333333333,0.14285714285714285,0.14516129032258066,0.09333333333333334,0.06493506493506493,0.10126582278481013,0.18055555555555555,0.12,0.12307692307692308,0.1323529411764706
O=C1C[C@](O)(C(F)(F)F)Oc2c1ccc1ccccc21,0.15625,0.13846153846153847,0.10714285714285714,0.07317073170731707,0.09523809523809523,0.11363636363636363,0.09411764705882353,0.060240963855421686,0.10227272727272728,0.16049382716049382,0.06593406593406594,0.1375,0.10126582278481013,0.13333333333333333,0.12,0.07692307692307693,0.08433734939759036,0.06756756756756757,0.08,0.1267605633802817,0.08536585365853659,0.1728395061728395,0.10256410256410256,0.2,0.11538461538461539,0.10666666666666667,0.09859154929577464,0.12857142857142856,0.11594202898550725,0.08823529411764706,1.0,0.109375,0.13725490196078433,0.10606060606060606,0.07692307692307693,0.10256410256410256,0.08,0.1388888888888889,0.06329113924050633,0.08333333333333333,0.1038961038961039,0.1282051282051282,0.12698412698412698,0.09333333333333334,0.15492957746478872,0.12987012987012986,0.08974358974358974,0.12,0.10606060606060606,0.08450704225352113
O[C@H](CNc1nc2ccccc2s1)c1ccccc1,0.16393442622950818,0.12698412698412698,0.1568627450980392,0.14864864864864866,0.07228915662650602,0.09195402298850575,0.058823529411764705,0.1038961038961039,0.11904761904761904,0.10975609756097561,0.09302325581395349,0.1282051282051282,0.23529411764705882,0.09333333333333334,0.1095890410958904,0.038461538461538464,0.0875,0.05555555555555555,0.08333333333333333,0.14925373134328357,0.075,0.09523809523809523,0.1527777777777778,0.08,0.16666666666666666,0.1267605633802817,0.13636363636363635,0.15151515151515152,0.07246376811594203,0.14516129032258066,0.109375,1.0,0.1702127659574468,0.14754098360655737,0.05194805194805195,0.09210526315789473,0.08333333333333333,0.16176470588235295,0.0945945945945946,0.15384615384615385,0.20588235294117646,0.14864864864864866,0.1724137931034483,0.1791044776119403,0.0821917808219178,0.09090909090909091,0.09333333333333334,0.125,0.16666666666666666,0.13846153846153847
c1ccc(-c2nc3nonc3nc2-c2ccccc2)cc1,0.13725490196078433,0.11538461538461539,0.15,0.09090909090909091,0.02702702702702703,0.09333333333333334,0.06944444444444445,0.07462686567164178,0.125,0.09859154929577464,0.038461538461538464,0.171875,0.09230769230769231,0.078125,0.07936507936507936,0.030303030303030304,0.1044776119402985,0.06779661016949153,0.06557377049180328,0.10344827586206896,0.057971014492753624,0.09722222222222222,0.1111111111111111,0.0967741935483871,0.109375,0.11666666666666667,0.14814814814814814,0.16666666666666666,0.10909090909090909,0.13725490196078433,0.13725490196078433,0.1702127659574468,1.0,0.16326530612244897,0.046153846153846156,0.07692307692307693,0.04838709677419355,0.13793103448275862,0.046153846153846156,0.19230769230769232,0.1694915254237288,0.18032786885245902,0.1956521739130435,0.1,0.1,0.109375,0.13114754098360656,0.11475409836065574,0.2127659574468085,0.17307692307692307
c1ccc(COc2nsnc2N2CCOCC2)cc1,0.10606060606060606,0.140625,0.10909090909090909,0.0875,0.08333333333333333,0.10227272727272728,0.15,0.16,0.17073170731707318,0.10714285714285714,0.10344827586206896,0.13924050632911392,0.10256410256410256,0.13513513513513514,0.136986301369863,0.07792207792207792,0.12658227848101267,0.09859154929577464,0.14285714285714285,0.16176470588235295,0.060240963855421686,0.09302325581395349,0.11842105263157894,0.12162162162162163,0.1780821917808219,0.26153846153846155,0.1323529411764706,0.16417910447761194,0.11764705882352941,0.15873015873015872,0.10606060606060606,0.14754098360655737,0.16326530612244897,1.0,0.09210526315789473,0.1038961038961039,0.08108108108108109,0.14084507042253522,0.0641025641025641,0.11594202898550725,0.13513513513513514,0.12987012987012986,0.1111111111111111,0.125,0.125,0.13157894736842105,0.09090909090909091,0.16901408450704225,0.22033898305084745,0.15151515151515152
C/C=C/c1ccc(OCCCCN2C(=O)NC(C)(C)C2=O)c(OC)c1,0.037037037037037035,0.09090909090909091,0.058823529411764705,0.10112359550561797,0.1590909090909091,0.17391304347826086,0.15730337078651685,0.16666666666666666,0.18888888888888888,0.14285714285714285,0.10309278350515463,0.08602150537634409,0.07777777777777778,0.09195402298850575,0.13253012048192772,0.175,0.17647058823529413,0.17105263157894737,0.19736842105263158,0.08433734939759036,0.1,0.09375,0.054945054945054944,0.11904761904761904,0.10227272727272728,0.08139534883720931,0.14285714285714285,0.05952380952380952,0.07407407407407407,0.10526315789473684,0.07692307692307693,0.05194805194805195,0.046153846153846156,0.09210526315789473,1.0,0.12941176470588237,0.08333333333333333,0.10843373493975904,0.13253012048192772,0.14285714285714285,0.06741573033707865,0.11363636363636363,0.06578947368421052,0.08235294117647059,0.10843373493975904,0.12790697674418605,0.06741573033707865,0.09302325581395349,0.0641025641025641,0.0875
CCOc1cc(C(=O)Nc2ccc3c(c2)OCO3)ccc1OC(F)F,0.06172839506172839,0.10256410256410256,0.08823529411764706,0.17647058823529413,0.14285714285714285,0.26436781609195403,0.2804878048780488,0.12359550561797752,0.10101010101010101,0.16483516483516483,0.11224489795918367,0.08421052631578947,0.2222222222222222,0.1686746987951807,0.11627906976744186,0.10344827586206896,0.21428571428571427,0.1375,0.14814814814814814,0.10843373493975904,0.16091954022988506,0.10309278350515463,0.11363636363636363,0.09090909090909091,0.11235955056179775,0.06741573033707865,0.15384615384615385,0.07058823529411765,0.08536585365853659,0.08860759493670886,0.10256410256410256,0.09210526315789473,0.07692307692307693,0.1038961038961039,0.12941176470588237,1.0,0.10714285714285714,0.09302325581395349,0.11627906976744186,0.125,0.12790697674418605,0.0989010989010989,0.10666666666666667,0.13253012048192772,0.20512820512820512,0.2073170731707317,0.0898876404494382,0.10344827586206896,0.0625,0.05952380952380952
CCn1c(SCC(=O)N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C,0.08,0.125,0.045454545454545456,0.09195402298850575,0.08791208791208792,0.11702127659574468,0.0989010989010989,0.09195402298850575,0.23809523809523808,0.09782608695652174,0.16853932584269662,0.12643678160919541,0.10588235294117647,0.13580246913580246,0.08333333333333333,0.12345679012345678,0.0898876404494382,0.10256410256410256,0.08641975308641975,0.12987012987012986,0.07865168539325842,0.13333333333333333,0.13414634146341464,0.05813953488372093,0.09302325581395349,0.0975609756097561,0.0759493670886076,0.11688311688311688,0.06329113924050633,0.08,0.08,0.08333333333333333,0.04838709677419355,0.08108108108108109,0.08333333333333333,0.10714285714285714,1.0,0.2535211267605634,0.2638888888888889,0.04938271604938271,0.12195121951219512,0.14457831325301204,0.02631578947368421,0.08536585365853659,0.047058823529411764,0.06818181818181818,0.045454545454545456,0.08333333333333333,0.08108108108108109,0.05
CCn1c(SCc2nc(=O)c3ccccc3[nH]2)nc2ccccc2c1=O,0.1232876712328767,0.1232876712328767,0.12903225806451613,0.09090909090909091,0.08695652173913043,0.11578947368421053,0.07446808510638298,0.09090909090909091,0.19318181818181818,0.10869565217391304,0.08247422680412371,0.13793103448275862,0.13095238095238096,0.13414634146341464,0.09523809523809523,0.06976744186046512,0.10112359550561797,0.07407407407407407,0.08536585365853659,0.1282051282051282,0.12790697674418605,0.13186813186813187,0.09302325581395349,0.10843373493975904,0.10465116279069768,0.1375,0.11688311688311688,0.1917808219178082,0.13333333333333333,0.1232876712328767,0.1388888888888889,0.16176470588235295,0.13793103448275862,0.14084507042253522,0.10843373493975904,0.09302325581395349,0.2535211267605634,1.0,0.1794871794871795,0.11688311688311688,0.1625,0.28,0.11267605633802817,0.0975609756097561,0.0975609756097561,0.10465116279069768,0.08139534883720931,0.12195121951219512,0.125,0.11842105263157894
COC(=O)[C@@H](C)Sc1nc2c(c(=O)[nH]c(=O)n2C)n1CCC(C)C,0.05,0.12,0.07462686567164178,0.13953488372093023,0.1590909090909091,0.125,0.10752688172043011,0.11363636363636363,0.18888888888888888,0.13043478260869565,0.13829787234042554,0.08602150537634409,0.10227272727272728,0.07954545454545454,0.056179775280898875,0.11904761904761904,0.12359550561797752,0.09876543209876543,0.08333333333333333,0.125,0.125,0.10526315789473684,0.11627906976744186,0.08045977011494253,0.0898876404494382,0.06896551724137931,0.08641975308641975,0.07228915662650602,0.03571428571428571,0.10526315789473684,0.06329113924050633,0.0945945945945946,0.046153846153846156,0.0641025641025641,0.13253012048192772,0.11627906976744186,0.2638888888888889,0.1794871794871795,1.0,0.08641975308641975,0.11764705882352941,0.13953488372093023,0.05194805194805195,0.10843373493975904,0.045454545454545456,0.07777777777777778,0.05555555555555555,0.056179775280898875,0.05063291139240506,0.04819277108433735
COc1ccc(OC)c(Nc2cc(-c3ccccc3)nc(N)n2)c1,0.09859154929577464,0.09859154929577464,0.15789473684210525,0.15,0.10344827586206896,0.18604651162790697,0.15476190476190477,0.22666666666666666,0.24691358024691357,0.2564102564102564,0.06315789473684211,0.11764705882352941,0.0963855421686747,0.08536585365853659,0.08641975308641975,0.1282051282051282,0.189873417721519,0.2028985507246377,0.1643835616438356,0.09090909090909091,0.06896551724137931,0.07608695652173914,0.125,0.060240963855421686,0.1375,0.10126582278481013,0.1232876712328767,0.136986301369863,0.125,0.13043478260869565,0.08333333333333333,0.15384615384615385,0.19230769230769232,0.11594202898550725,0.14285714285714285,0.125,0.04938271604938271,0.11688311688311688,0.08641975308641975,1.0,0.15584415584415584,0.12195121951219512,0.19047619047619047,0.14666666666666667,0.10256410256410256,0.0963855421686747,0.1125,0.08641975308641975,0.18461538461538463,0.17391304347826086
Cc1nnc(SCCC(=O)Nc2nc(-c3ccccc3)ns2)s1,0.1038961038961039,0.1038961038961039,0.12307692307692308,0.1927710843373494,0.08421052631578947,0.1595744680851064,0.13043478260869565,0.08791208791208792,0.125,0.14130434782608695,0.125,0.1724137931034483,0.24050632911392406,0.14285714285714285,0.09195402298850575,0.06741573033707865,0.14772727272727273,0.07142857142857142,0.08235294117647059,0.1375,0.13636363636363635,0.15217391304347827,0.18292682926829268,0.07954545454545454,0.11363636363636363,0.10588235294117647,0.12658227848101267,0.15384615384615385,0.1,0.13333333333333333,0.1038961038961039,0.20588235294117646,0.1694915254237288,0.13513513513513514,0.06741573033707865,0.12790697674418605,0.12195121951219512,0.1625,0.11764705882352941,0.15584415584415584,1.0,0.1927710843373494,0.1232876712328767,0.2236842105263158,0.08139534883720931,0.10112359550561797,0.11627906976744186,0.09195402298850575,0.1506849315068493,0.15789473684210525
Cc1noc(C)c1CSc1nc2[nH]ncc2c(=O)n1-c1ccccc1,0.08641975308641975,0.14285714285714285,0.11764705882352941,0.0967741935483871,0.08163265306122448,0.14285714285714285,0.10309278350515463,0.10869565217391304,0.15625,0.125,0.08823529411764706,0.12903225806451613,0.12222222222222222,0.11235955056179775,0.08888888888888889,0.08888888888888889,0.13043478260869565,0.08139534883720931,0.09195402298850575,0.16049382716049382,0.13186813186813187,0.13541666666666666,0.0989010989010989,0.11363636363636363,0.12222222222222222,0.15476190476190477,0.13580246913580246,0.14814814814814814,0.1518987341772152,0.14285714285714285,0.1282051282051282,0.14864864864864866,0.18032786885245902,0.12987012987012986,0.11363636363636363,0.0989010989010989,0.14457831325301204,0.28,0.13953488372093023,0.12195121951219512,0.1927710843373494,1.0,0.11842105263157894,0.10344827586206896,0.12941176470588237,0.1348314606741573,0.08791208791208792,0.11363636363636363,0.11538461538461539,0.1375
FC(F)C(F)(F)C(F)(F)C(F)(F)c1cc(-c2ccccc2)n[nH]1,0.09230769230769231,0.07575757575757576,0.11320754716981132,0.08974358974358974,0.08536585365853659,0.07954545454545454,0.058823529411764705,0.0625,0.09302325581395349,0.08333333333333333,0.044444444444444446,0.11392405063291139,0.06329113924050633,0.10810810810810811,0.15714285714285714,0.038461538461538464,0.0875,0.05555555555555555,0.08333333333333333,0.1,0.075,0.08235294117647059,0.10666666666666667,0.125,0.10526315789473684,0.0958904109589041,0.07142857142857142,0.11764705882352941,0.08823529411764706,0.14516129032258066,0.12698412698412698,0.1724137931034483,0.1956521739130435,0.1111111111111111,0.06578947368421052,0.10666666666666667,0.02631578947368421,0.11267605633802817,0.05194805194805195,0.19047619047619047,0.1232876712328767,0.11842105263157894,1.0,0.12857142857142856,0.11267605633802817,0.09090909090909091,0.1232876712328767,0.0945945945945946,0.1864406779661017,0.2982456140350877
O=C(COc1ccc(Cl)cc1)Nc1nc(-c2cccs2)cs1,0.09333333333333334,0.15492957746478872,0.09375,0.2972972972972973,0.07526881720430108,0.1276595744680851,0.09782608695652174,0.11627906976744186,0.12903225806451613,0.1724137931034483,0.11702127659574468,0.11235955056179775,0.1875,0.09411764705882353,0.06976744186046512,0.05747126436781609,0.12643678160919541,0.12987012987012986,0.08536585365853659,0.08641975308641975,0.1686746987951807,0.09574468085106383,0.323943661971831,0.08235294117647059,0.14457831325301204,0.08333333333333333,0.13157894736842105,0.10126582278481013,0.0625,0.09333333333333334,0.09333333333333334,0.1791044776119403,0.1,0.125,0.08235294117647059,0.13253012048192772,0.08536585365853659,0.0975609756097561,0.10843373493975904,0.14666666666666667,0.2236842105263158,0.10344827586206896,0.12857142857142856,1.0,0.07142857142857142,0.07954545454545454,0.12048192771084337,0.12195121951219512,0.17391304347826086,0.1038961038961039
O=C1OCC2=C1[C@@H](c1ccc3c(c1)OCO3)Sc1ccccc1N2,0.09333333333333334,0.1232876712328767,0.1111111111111111,0.054945054945054944,0.1111111111111111,0.16483516483516483,0.09782608695652174,0.06666666666666667,0.09375,0.13333333333333333,0.08247422680412371,0.11235955056179775,0.09195402298850575,0.09411764705882353,0.15,0.06976744186046512,0.07692307692307693,0.0875,0.14102564102564102,0.11392405063291139,0.0898876404494382,0.15730337078651685,0.08045977011494253,0.16455696202531644,0.07954545454545454,0.07058823529411765,0.075,0.0875,0.08974358974358974,0.06493506493506493,0.15492957746478872,0.0821917808219178,0.1,0.125,0.10843373493975904,0.20512820512820512,0.047058823529411764,0.0975609756097561,0.045454545454545456,0.10256410256410256,0.08139534883720931,0.12941176470588237,0.11267605633802817,0.07142857142857142,1.0,0.20253164556962025,0.09411764705882353,0.09523809523809523,0.0945945945945946,0.13333333333333333
O=C1c2ccccc2[C@H](Nc2ccc3c(c2)OCCO3)N1Cc1ccco1,0.07407407407407407,0.12987012987012986,0.11940298507462686,0.06315789473684211,0.08247422680412371,0.15625,0.13978494623655913,0.10989010989010989,0.1111111111111111,0.13829787234042554,0.1111111111111111,0.10638297872340426,0.1111111111111111,0.13953488372093023,0.11494252873563218,0.10227272727272728,0.17045454545454544,0.09523809523809523,0.10588235294117647,0.13414634146341464,0.10869565217391304,0.125,0.08791208791208792,0.12790697674418605,0.12359550561797752,0.09090909090909091,0.18181818181818182,0.09523809523809523,0.0975609756097561,0.10126582278481013,0.12987012987012986,0.09090909090909091,0.109375,0.13157894736842105,0.12790697674418605,0.2073170731707317,0.06818181818181818,0.10465116279069768,0.07777777777777778,0.0963855421686747,0.10112359550561797,0.1348314606741573,0.09090909090909091,0.07954545454545454,0.20253164556962025,1.0,0.11363636363636363,0.1411764705882353,0.10256410256410256,0.0975609756097561
O=S(=O)(Nc1cccc(-c2cn3ccsc3[nH+]2)c1)c1ccc(F)cc1,0.0625,0.1038961038961039,0.140625,0.1511627906976744,0.04040404040404041,0.09,0.13043478260869565,0.07608695652173914,0.08,0.11702127659574468,0.125,0.13333333333333333,0.10112359550561797,0.10344827586206896,0.13095238095238096,0.07954545454545454,0.10989010989010989,0.2,0.21052631578947367,0.07058823529411765,0.07526881720430108,0.0707070707070707,0.19753086419753085,0.07954545454545454,0.07692307692307693,0.056179775280898875,0.07228915662650602,0.08433734939759036,0.11392405063291139,0.18055555555555555,0.08974358974358974,0.09333333333333334,0.13114754098360656,0.09090909090909091,0.06741573033707865,0.0898876404494382,0.045454545454545456,0.08139534883720931,0.05555555555555555,0.1125,0.11627906976744186,0.08791208791208792,0.1232876712328767,0.12048192771084337,0.09411764705882353,0.11363636363636363,1.0,0.06741573033707865,0.13513513513513514,0.11392405063291139
Oc1c(C[NH+]2CCN(c3ccccn3)CC2)cc(Cl)c2cccnc12,0.10526315789473684,0.10526315789473684,0.09090909090909091,0.07692307692307693,0.0625,0.1134020618556701,0.11956521739130435,0.11363636363636363,0.11458333333333333,0.10638297872340426,0.09183673469387756,0.20238095238095238,0.10227272727272728,0.15853658536585366,0.175,0.06818181818181818,0.13636363636363635,0.12658227848101267,0.0963855421686747,0.125,0.125,0.09375,0.12941176470588237,0.11904761904761904,0.4057971014492754,0.24,0.11392405063291139,0.15584415584415584,0.17567567567567569,0.12,0.12,0.125,0.11475409836065574,0.16901408450704225,0.09302325581395349,0.10344827586206896,0.08333333333333333,0.12195121951219512,0.056179775280898875,0.08641975308641975,0.09195402298850575,0.11363636363636363,0.0945945945945946,0.12195121951219512,0.09523809523809523,0.1411764705882353,0.06741573033707865,1.0,0.296875,0.11538461538461539
c1ccc(-c2csc(N3CCN(c4ccccn4)CC3)n2)cc1,0.12307692307692308,0.10606060606060606,0.10909090909090909,0.1917808219178082,0.03409090909090909,0.0898876404494382,0.08235294117647059,0.12987012987012986,0.12941176470588237,0.10714285714285714,0.09090909090909091,0.21621621621621623,0.075,0.13513513513513514,0.12162162162162163,0.0641025641025641,0.08536585365853659,0.08333333333333333,0.1111111111111111,0.16176470588235295,0.03529411764705882,0.08045977011494253,0.25,0.07792207792207792,0.30303030303030304,0.17142857142857143,0.1,0.21875,0.11764705882352941,0.12307692307692308,0.10606060606060606,0.16666666666666666,0.2127659574468085,0.22033898305084745,0.0641025641025641,0.0625,0.08108108108108109,0.125,0.05063291139240506,0.18461538461538463,0.1506849315068493,0.11538461538461539,0.1864406779661017,0.17391304347826086,0.0945945945945946,0.10256410256410256,0.13513513513513514,0.296875,1.0,0.2459016393442623
c1ccc(C2=Nn3c(nnc3-c3cc(-c4ccccc4)n[nH]3)SC2)cc1,0.1,0.08450704225352113,0.1016949152542373,0.0963855421686747,0.06741573033707865,0.08602150537634409,0.09090909090909091,0.0963855421686747,0.1111111111111111,0.0898876404494382,0.07526881720430108,0.13253012048192772,0.07142857142857142,0.11392405063291139,0.12987012987012986,0.0875,0.09411764705882353,0.07894736842105263,0.10526315789473684,0.136986301369863,0.08235294117647059,0.08888888888888889,0.14102564102564102,0.10126582278481013,0.125,0.11688311688311688,0.06578947368421052,0.1388888888888889,0.1267605633802817,0.1323529411764706,0.08450704225352113,0.13846153846153847,0.17307692307692307,0.15151515151515152,0.0875,0.05952380952380952,0.05,0.11842105263157894,0.04819277108433735,0.17391304347826086,0.15789473684210525,0.1375,0.2982456140350877,0.1038961038961039,0.13333333333333333,0.0975609756097561,0.11392405063291139,0.11538461538461539,0.2459016393442623,1.0
